marker_name,frame,time_s,x_px,y_px,x_m,y_m,confidence
M2,34,0.5667,785.50,206.00,0.219890,-0.025034,1.0000
M2,35,0.5833,785.50,206.00,0.219890,-0.025034,1.0000
M2,36,0.6000,785.50,206.00,0.219890,-0.025034,1.0000
M2,37,0.6167,785.50,206.00,0.219890,-0.025034,1.0000
M2,38,0.6333,785.50,206.00,0.219890,-0.025034,1.0000
M2,39,0.6500,785.50,206.00,0.219890,-0.025034,1.0000
M2,40,0.6667,785.50,206.00,0.219890,-0.025034,1.0000
M2,41,0.6833,785.50,206.00,0.219890,-0.025034,1.0000
M2,42,0.7000,785.50,206.00,0.219890,-0.025034,1.0000
M2,43,0.7167,785.50,206.00,0.219890,-0.025034,1.0000
M2,44,0.7333,785.50,206.00,0.219890,-0.025034,1.0000
M2,45,0.7500,785.50,206.00,0.219890,-0.025034,1.0000
M2,46,0.7667,785.50,206.00,0.219890,-0.025034,1.0000
M2,47,0.7833,786.50,206.00,0.219304,-0.025019,1.0000
M2,48,0.8000,785.50,206.00,0.219890,-0.025034,1.0000
M2,49,0.8167,787.50,206.00,0.218718,-0.025004,1.0000
M2,50,0.8333,787.50,206.00,0.218718,-0.025004,1.0000
M2,51,0.8500,787.50,208.00,0.218748,-0.023832,1.0000
M2,52,0.8667,787.50,206.00,0.218718,-0.025004,1.0000
M2,53,0.8833,787.50,207.00,0.218733,-0.024418,1.0000
M2,54,0.9000,787.50,208.00,0.218748,-0.023832,1.0000
M2,55,0.9167,787.50,208.00,0.218748,-0.023832,1.0000
M2,56,0.9333,787.50,208.00,0.218748,-0.023832,1.0000
M2,57,0.9500,787.50,208.00,0.218748,-0.023832,1.0000
M2,58,0.9667,787.50,210.00,0.218778,-0.022660,1.0000
M2,59,0.9833,787.50,210.00,0.218778,-0.022660,1.0000
M2,60,1.0000,787.50,210.00,0.218778,-0.022660,1.0000
M2,61,1.0167,787.50,210.00,0.218778,-0.022660,1.0000
M2,62,1.0333,787.50,210.00,0.218778,-0.022660,1.0000
M2,63,1.0500,787.50,210.00,0.218778,-0.022660,1.0000
M2,64,1.0667,787.50,208.00,0.218748,-0.023832,1.0000
M2,65,1.0833,787.50,208.00,0.218748,-0.023832,1.0000
M2,66,1.1000,787.50,208.00,0.218748,-0.023832,1.0000
M2,67,1.1167,787.50,208.00,0.218748,-0.023832,1.0000
M2,68,1.1333,787.50,208.00,0.218748,-0.023832,1.0000
M2,69,1.1500,787.50,206.00,0.218718,-0.025004,1.0000
M2,70,1.1667,787.50,206.00,0.218718,-0.025004,1.0000
M2,71,1.1833,787.50,206.00,0.218718,-0.025004,1.0000
M2,72,1.2000,787.50,206.00,0.218718,-0.025004,1.0000
M2,73,1.2167,787.50,204.00,0.218688,-0.026176,1.0000
M2,74,1.2333,787.50,204.00,0.218688,-0.026176,1.0000
M2,75,1.2500,787.50,204.00,0.218688,-0.026176,1.0000
M2,76,1.2667,787.50,204.00,0.218688,-0.026176,1.0000
M2,77,1.2833,787.50,204.00,0.218688,-0.026176,1.0000
M2,78,1.3000,787.50,204.00,0.218688,-0.026176,1.0000
M2,79,1.3167,787.50,204.00,0.218688,-0.026176,1.0000
M2,80,1.3333,787.50,202.00,0.218658,-0.027347,1.0000
M2,81,1.3500,787.50,203.00,0.218673,-0.026761,1.0000
M2,82,1.3667,787.50,203.00,0.218673,-0.026761,1.0000
M2,83,1.3833,787.50,205.00,0.218703,-0.025590,1.0000
M2,84,1.4000,787.50,205.00,0.218703,-0.025590,1.0000
M2,85,1.4167,787.50,205.00,0.218703,-0.025590,1.0000
M2,86,1.4333,787.50,205.00,0.218703,-0.025590,1.0000
M2,87,1.4500,787.50,205.00,0.218703,-0.025590,1.0000
M2,88,1.4667,787.50,205.00,0.218703,-0.025590,1.0000
M2,89,1.4833,787.50,206.00,0.218718,-0.025004,1.0000
M2,90,1.5000,787.50,207.00,0.218733,-0.024418,1.0000
M2,91,1.5167,787.50,207.00,0.218733,-0.024418,1.0000
M2,92,1.5333,787.50,207.00,0.218733,-0.024418,1.0000
M2,93,1.5500,787.50,207.00,0.218733,-0.024418,1.0000
M2,94,1.5667,787.50,207.00,0.218733,-0.024418,1.0000
M2,95,1.5833,787.50,207.00,0.218733,-0.024418,1.0000
M2,96,1.6000,787.50,207.00,0.218733,-0.024418,1.0000
M2,97,1.6167,787.50,208.00,0.218748,-0.023832,1.0000
M2,98,1.6333,787.50,207.00,0.218733,-0.024418,1.0000
