marker_name,frame,time_s,x_px,y_px,x_m,y_m,confidence
M1,0,0.0000,1157.00,210.00,0.001384,-0.022103,1.0000
M1,1,0.0167,1157.00,211.00,0.001401,-0.021516,1.0000
M1,2,0.0333,1155.00,210.00,0.002558,-0.022138,1.0000
M1,3,0.0500,1154.00,210.00,0.003145,-0.022155,1.0000
M1,4,0.0667,1154.00,210.00,0.003145,-0.022155,1.0000
M1,5,0.0833,1154.00,210.00,0.003145,-0.022155,1.0000
M1,6,0.1000,1155.00,210.00,0.002558,-0.022138,1.0000
M1,7,0.1167,1154.00,210.00,0.003145,-0.022155,1.0000
M1,8,0.1333,1156.00,210.00,0.001971,-0.022120,1.0000
M1,9,0.1500,1154.00,210.00,0.003145,-0.022155,1.0000
M1,10,0.1667,1154.00,210.00,0.003145,-0.022155,1.0000
M1,11,0.1833,1153.00,210.00,0.003733,-0.022172,1.0000
M1,12,0.2000,1154.00,210.00,0.003145,-0.022155,1.0000
M1,13,0.2167,1153.00,210.00,0.003733,-0.022172,1.0000
M1,14,0.2333,1154.00,210.00,0.003145,-0.022155,1.0000
M1,15,0.2500,1153.00,210.00,0.003733,-0.022172,1.0000
M1,16,0.2667,1154.00,210.00,0.003145,-0.022155,1.0000
M1,17,0.2833,1153.00,210.00,0.003733,-0.022172,1.0000
M1,18,0.3000,1153.00,210.00,0.003733,-0.022172,1.0000
M1,19,0.3167,1153.00,210.00,0.003733,-0.022172,1.0000
M1,20,0.3333,1152.00,210.00,0.004320,-0.022189,1.0000
M1,21,0.3500,1152.00,210.00,0.004320,-0.022189,1.0000
M1,22,0.3667,1152.00,210.00,0.004320,-0.022189,1.0000
M1,23,0.3833,1154.00,210.00,0.003145,-0.022155,1.0000
M1,24,0.4000,1152.00,210.00,0.004320,-0.022189,1.0000
M1,25,0.4167,1152.00,210.00,0.004320,-0.022189,1.0000
M1,26,0.4333,1152.00,210.00,0.004320,-0.022189,1.0000
M1,27,0.4500,1150.00,210.00,0.005494,-0.022223,1.0000
M1,28,0.4667,1150.00,210.00,0.005494,-0.022223,1.0000
M1,29,0.4833,1150.00,211.00,0.005511,-0.021636,1.0000
M1,30,0.5000,1151.00,210.00,0.004907,-0.022206,1.0000
M1,31,0.5167,1150.00,211.00,0.005511,-0.021636,1.0000
M1,32,0.5333,1150.00,211.00,0.005511,-0.021636,1.0000
M1,33,0.5500,1150.00,211.00,0.005511,-0.021636,1.0000
M1,34,0.5667,1149.00,211.00,0.006098,-0.021653,1.0000
M1,35,0.5833,1150.00,211.00,0.005511,-0.021636,1.0000
M1,36,0.6000,1150.00,211.00,0.005511,-0.021636,1.0000
