marker_name,frame,time_s,x_px,y_px,x_m,y_m,confidence
M1,0,0.0000,1161.50,214.00,-0.001347,-0.022484,1.0000
M1,1,0.0167,1159.50,213.00,-0.000193,-0.023108,1.0000
M1,2,0.0333,1159.50,213.00,-0.000193,-0.023108,1.0000
M1,3,0.0500,1158.50,213.00,0.000393,-0.023128,1.0000
M1,4,0.0667,1157.50,214.00,0.000999,-0.022560,1.0000
M1,5,0.0833,1159.50,212.00,-0.000212,-0.023695,1.0000
M1,6,0.1000,1159.50,213.00,-0.000193,-0.023108,1.0000
M1,7,0.1167,1157.50,213.00,0.000980,-0.023147,1.0000
M1,8,0.1333,1158.50,216.00,0.000451,-0.021368,1.0000
M1,9,0.1500,1157.50,212.00,0.000961,-0.023733,1.0000
M1,10,0.1667,1157.50,212.00,0.000961,-0.023733,1.0000
M1,11,0.1833,1157.50,213.00,0.000980,-0.023147,1.0000
M1,12,0.2000,1157.50,212.00,0.000961,-0.023733,1.0000
M1,13,0.2167,1157.50,212.00,0.000961,-0.023733,1.0000
M1,14,0.2333,1157.50,213.00,0.000980,-0.023147,1.0000
M1,15,0.2500,1157.50,212.00,0.000961,-0.023733,1.0000
M1,16,0.2667,1157.50,212.00,0.000961,-0.023733,1.0000
M1,17,0.2833,1157.50,212.00,0.000961,-0.023733,1.0000
M1,18,0.3000,1157.50,212.00,0.000961,-0.023733,1.0000
M1,19,0.3167,1157.50,212.00,0.000961,-0.023733,1.0000
M1,20,0.3333,1157.50,212.00,0.000961,-0.023733,1.0000
M1,21,0.3500,1157.50,212.00,0.000961,-0.023733,1.0000
M1,22,0.3667,1157.50,212.00,0.000961,-0.023733,1.0000
M1,23,0.3833,1157.50,213.00,0.000980,-0.023147,1.0000
M1,24,0.4000,1157.50,214.00,0.000999,-0.022560,1.0000
M1,25,0.4167,1157.50,214.00,0.000999,-0.022560,1.0000
M1,26,0.4333,1157.50,214.00,0.000999,-0.022560,1.0000
M1,27,0.4500,1157.50,214.00,0.000999,-0.022560,1.0000
M1,28,0.4667,1157.50,214.00,0.000999,-0.022560,1.0000
M1,29,0.4833,1156.50,214.00,0.001585,-0.022579,1.0000
M1,30,0.5000,1157.50,214.00,0.000999,-0.022560,1.0000
M1,31,0.5167,1156.50,215.00,0.001604,-0.021993,1.0000
M1,32,0.5333,1156.50,216.00,0.001623,-0.021407,1.0000
M1,33,0.5500,1157.50,216.00,0.001037,-0.021387,1.0000
M1,34,0.5667,1156.50,216.00,0.001623,-0.021407,1.0000
M1,35,0.5833,1156.50,218.00,0.001662,-0.020234,1.0000
M1,36,0.6000,1157.50,218.00,0.001075,-0.020215,1.0000
M1,37,0.6167,1155.50,218.00,0.002248,-0.020253,1.0000
M1,38,0.6333,1156.50,218.00,0.001662,-0.020234,1.0000
M1,39,0.6500,1155.50,220.00,0.002286,-0.019080,1.0000
M1,40,0.6667,1155.50,220.00,0.002286,-0.019080,1.0000
M1,41,0.6833,1154.50,220.00,0.002873,-0.019099,1.0000
M1,42,0.7000,1153.50,220.00,0.003459,-0.019118,1.0000
M1,43,0.7167,1153.50,222.00,0.003497,-0.017946,1.0000
M1,44,0.7333,1152.50,222.00,0.004083,-0.017965,1.0000
M1,45,0.7500,1150.50,223.00,0.005275,-0.017416,1.0000
M1,46,0.7667,1149.50,221.00,0.005824,-0.018608,1.0000
M1,47,0.7833,1148.50,220.00,0.006391,-0.019214,1.0000
M1,48,0.8000,1144.50,220.00,0.008736,-0.019290,1.0000
M1,49,0.8167,1143.50,220.00,0.009323,-0.019309,1.0000
M1,50,0.8333,1139.50,220.00,0.011668,-0.019386,1.0000
M1,51,0.8500,1137.50,220.00,0.012841,-0.019424,1.0000
M1,52,0.8667,1134.50,220.00,0.014600,-0.019481,1.0000
M1,53,0.8833,1131.50,220.00,0.016359,-0.019538,1.0000
M1,54,0.9000,1129.50,220.00,0.017532,-0.019577,1.0000
M1,55,0.9167,1126.50,220.00,0.019291,-0.019634,1.0000
M1,56,0.9333,1124.50,218.00,0.020426,-0.020845,1.0000
M1,57,0.9500,1120.50,218.00,0.022771,-0.020921,1.0000
M1,58,0.9667,1117.50,218.00,0.024531,-0.020978,1.0000
M1,59,0.9833,1114.50,218.00,0.026290,-0.021036,1.0000
M1,60,1.0000,1109.50,218.00,0.029222,-0.021131,1.0000
M1,61,1.0167,1107.50,218.00,0.030394,-0.021169,1.0000
M1,62,1.0333,1103.50,218.00,0.032740,-0.021246,1.0000
M1,63,1.0500,1099.50,216.00,0.035047,-0.022495,1.0000
M1,64,1.0667,1094.50,216.00,0.037979,-0.022590,1.0000
M1,65,1.0833,1089.50,216.00,0.040911,-0.022686,1.0000
M1,66,1.1000,1086.50,216.00,0.042670,-0.022743,1.0000
M1,67,1.1167,1081.50,216.00,0.045602,-0.022838,1.0000
M1,68,1.1333,1076.50,216.00,0.048534,-0.022934,1.0000
M1,69,1.1500,1072.50,216.00,0.050880,-0.023010,1.0000
M1,70,1.1667,1067.50,216.00,0.053812,-0.023106,1.0000
M1,71,1.1833,1062.50,216.00,0.056743,-0.023201,1.0000
M1,72,1.2000,1058.50,216.00,0.059089,-0.023278,1.0000
M1,73,1.2167,1051.50,216.00,0.063194,-0.023411,1.0000
M1,74,1.2333,1045.50,216.00,0.066712,-0.023526,1.0000
M1,75,1.2500,1041.50,216.00,0.069058,-0.023602,1.0000
M1,76,1.2667,1036.50,216.00,0.071989,-0.023698,1.0000
M1,77,1.2833,1029.50,216.00,0.076094,-0.023831,1.0000
M1,78,1.3000,1023.50,214.00,0.079574,-0.025119,1.0000
M1,79,1.3167,1018.50,214.00,0.082506,-0.025214,1.0000
M1,80,1.3333,1012.50,214.00,0.086025,-0.025329,1.0000
M1,81,1.3500,1006.50,214.00,0.089543,-0.025443,1.0000
M1,82,1.3667,1001.50,214.00,0.092475,-0.025539,1.0000
M1,83,1.3833,995.50,214.00,0.095993,-0.025653,1.0000
M1,84,1.4000,988.50,212.00,0.100060,-0.026959,1.0000
M1,85,1.4167,983.50,212.00,0.102991,-0.027055,1.0000
M1,86,1.4333,975.50,212.00,0.107683,-0.027208,1.0000
M1,87,1.4500,969.50,210.00,0.111163,-0.028495,1.0000
M1,88,1.4667,963.50,210.00,0.114681,-0.028610,1.0000
M1,89,1.4833,957.50,208.00,0.118161,-0.029897,1.0000
M1,90,1.5000,950.50,208.00,0.122266,-0.030031,1.0000
M1,91,1.5167,944.50,206.00,0.125746,-0.031318,1.0000
M1,92,1.5333,938.50,206.00,0.129264,-0.031432,1.0000
M1,93,1.5500,931.50,204.00,0.133331,-0.032739,1.0000
M1,94,1.5667,924.50,202.00,0.137397,-0.034045,1.0000
M1,95,1.5833,917.50,202.00,0.141502,-0.034179,1.0000
M1,96,1.6000,911.50,200.00,0.144982,-0.035466,1.0000
M1,97,1.6167,905.50,198.00,0.148462,-0.036753,1.0000
M1,98,1.6333,899.50,196.00,0.151942,-0.038041,1.0000
M1,99,1.6500,894.50,194.00,0.154836,-0.039309,1.0000
M1,100,1.6667,887.50,192.00,0.158903,-0.040615,1.0000
M1,101,1.6833,882.50,192.00,0.161834,-0.040711,1.0000
M1,102,1.7000,877.50,188.00,0.164690,-0.043152,1.0000
M1,103,1.7167,873.50,186.00,0.166997,-0.044401,1.0000
M1,104,1.7333,867.50,184.00,0.170477,-0.045688,1.0000
M1,105,1.7500,863.50,184.00,0.172823,-0.045765,1.0000
M1,106,1.7667,859.50,182.00,0.175130,-0.047014,1.0000
M1,107,1.7833,855.50,180.00,0.177438,-0.048263,1.0000
M1,108,1.8000,849.50,179.00,0.180937,-0.048964,1.0000
M1,109,1.8167,843.50,176.00,0.184398,-0.050838,1.0000
M1,110,1.8333,839.50,174.00,0.186705,-0.052087,1.0000
M1,111,1.8500,835.50,172.00,0.189013,-0.053336,1.0000
M1,112,1.8667,829.50,170.00,0.192493,-0.054623,1.0000
M1,113,1.8833,825.50,168.00,0.194800,-0.055872,1.0000
M1,114,1.9000,820.50,168.00,0.197732,-0.055968,1.0000
M1,115,1.9167,814.50,166.00,0.201212,-0.057255,1.0000
M1,116,1.9333,810.50,164.00,0.203520,-0.058504,1.0000
M1,117,1.9500,806.50,163.00,0.205846,-0.059167,1.0000
M1,118,1.9667,801.50,163.00,0.208778,-0.059262,1.0000
M1,119,1.9833,796.50,160.00,0.211653,-0.061117,1.0000
M1,120,2.0000,791.50,159.00,0.214565,-0.061799,1.0000
M1,121,2.0167,786.50,158.00,0.217478,-0.062481,1.0000
M1,122,2.0333,779.50,156.00,0.221545,-0.063787,1.0000
M1,123,2.0500,775.50,156.00,0.223890,-0.063864,1.0000
M1,124,2.0667,771.50,156.00,0.226236,-0.063940,1.0000
M1,125,2.0833,766.50,155.00,0.229149,-0.064622,1.0000
M1,126,2.1000,761.50,155.00,0.232081,-0.064717,1.0000
M1,127,2.1167,757.50,154.00,0.234407,-0.065380,1.0000
M1,128,2.1333,752.50,152.00,0.237301,-0.066648,1.0000
M1,129,2.1500,747.50,152.00,0.240233,-0.066744,1.0000
M1,130,2.1667,742.50,152.00,0.243165,-0.066839,1.0000
M1,131,2.1833,737.50,152.00,0.246097,-0.066935,1.0000
M1,132,2.2000,731.50,151.00,0.249596,-0.067635,1.0000
M1,133,2.2167,727.50,150.00,0.251922,-0.068298,1.0000
M1,134,2.2333,724.50,150.00,0.253681,-0.068355,1.0000
M1,135,2.2500,719.50,150.00,0.256613,-0.068451,1.0000
M1,136,2.2667,715.50,150.00,0.258959,-0.068527,1.0000
M1,137,2.2833,711.50,151.00,0.261323,-0.068017,1.0000
M1,138,2.3000,705.50,150.00,0.264823,-0.068718,1.0000
M1,139,2.3167,700.50,149.00,0.267735,-0.069400,1.0000
M2,0,0.0000,785.00,226.50,0.219666,-0.022342,1.0000
M2,1,0.0167,784.00,225.50,0.220233,-0.022948,1.0000
M2,2,0.0333,784.00,226.50,0.220252,-0.022361,1.0000
M2,3,0.0500,784.00,227.50,0.220271,-0.021775,1.0000
M2,4,0.0667,784.00,225.50,0.220233,-0.022948,1.0000
M2,5,0.0833,784.00,226.50,0.220252,-0.022361,1.0000
M2,6,0.1000,784.00,226.50,0.220252,-0.022361,1.0000
M2,7,0.1167,784.00,227.50,0.220271,-0.021775,1.0000
M2,8,0.1333,784.00,227.50,0.220271,-0.021775,1.0000
M2,9,0.1500,784.00,227.50,0.220271,-0.021775,1.0000
M2,10,0.1667,784.00,227.50,0.220271,-0.021775,1.0000
M2,11,0.1833,784.00,227.50,0.220271,-0.021775,1.0000
M2,12,0.2000,784.00,227.50,0.220271,-0.021775,1.0000
M2,13,0.2167,784.00,227.50,0.220271,-0.021775,1.0000
M2,14,0.2333,784.00,227.50,0.220271,-0.021775,1.0000
M2,15,0.2500,784.00,227.50,0.220271,-0.021775,1.0000
M2,16,0.2667,784.00,227.50,0.220271,-0.021775,1.0000
M2,17,0.2833,784.00,227.50,0.220271,-0.021775,1.0000
M2,18,0.3000,784.00,227.50,0.220271,-0.021775,1.0000
M2,19,0.3167,784.00,227.50,0.220271,-0.021775,1.0000
M2,20,0.3333,784.00,227.50,0.220271,-0.021775,1.0000
M2,21,0.3500,784.00,227.50,0.220271,-0.021775,1.0000
M2,22,0.3667,784.00,227.50,0.220271,-0.021775,1.0000
M2,23,0.3833,784.00,227.50,0.220271,-0.021775,1.0000
M2,24,0.4000,784.00,227.50,0.220271,-0.021775,1.0000
M2,25,0.4167,784.00,227.50,0.220271,-0.021775,1.0000
M2,26,0.4333,784.00,227.50,0.220271,-0.021775,1.0000
M2,27,0.4500,784.00,227.50,0.220271,-0.021775,1.0000
M2,28,0.4667,784.00,227.50,0.220271,-0.021775,1.0000
M2,29,0.4833,784.00,226.50,0.220252,-0.022361,1.0000
M2,30,0.5000,784.00,226.50,0.220252,-0.022361,1.0000
M2,31,0.5167,784.00,226.50,0.220252,-0.022361,1.0000
M2,32,0.5333,784.00,225.50,0.220233,-0.022948,1.0000
M2,33,0.5500,784.00,226.50,0.220252,-0.022361,1.0000
M2,34,0.5667,784.00,226.50,0.220252,-0.022361,1.0000
M2,35,0.5833,784.00,226.50,0.220252,-0.022361,1.0000
M2,36,0.6000,784.00,226.50,0.220252,-0.022361,1.0000
M2,37,0.6167,784.00,227.50,0.220271,-0.021775,1.0000
M2,38,0.6333,784.00,227.50,0.220271,-0.021775,1.0000
M2,39,0.6500,786.00,226.50,0.219079,-0.022323,1.0000
M2,40,0.6667,786.00,226.50,0.219079,-0.022323,1.0000
M2,41,0.6833,786.00,226.50,0.219079,-0.022323,1.0000
M2,42,0.7000,786.00,227.50,0.219098,-0.021737,1.0000
M2,43,0.7167,786.00,227.50,0.219098,-0.021737,1.0000
M2,44,0.7333,786.00,227.50,0.219098,-0.021737,1.0000
M2,45,0.7500,786.00,227.50,0.219098,-0.021737,1.0000
M2,46,0.7667,786.00,227.50,0.219098,-0.021737,1.0000
M2,47,0.7833,786.00,227.50,0.219098,-0.021737,1.0000
M2,48,0.8000,786.00,228.50,0.219117,-0.021150,1.0000
M2,49,0.8167,786.00,227.50,0.219098,-0.021737,1.0000
M2,50,0.8333,786.00,228.50,0.219117,-0.021150,1.0000
M2,51,0.8500,786.00,227.50,0.219098,-0.021737,1.0000
M2,52,0.8667,786.00,228.50,0.219117,-0.021150,1.0000
