time_us,time_ms,angle,vel,vbat,set_volts
798,0.798,-0.0015339851379394531,-0.1790008544921875,8.287399291992188,3.0
1619,1.619,0.0,-0.11572265625,8.287399291992188,3.0
2575,2.575,0.05809962749481201,20.834915161132812,8.2188720703125,3.0
3514,3.514,0.20593702793121338,66.31938171386719,7.892486572265625,3.0
4497,4.497,0.43421244621276855,123.56814575195312,7.599822998046875,3.0
5493,5.493,0.7188618183135986,180.93980407714844,7.5648040771484375,3.0
6471,6.471,1.041477084159851,231.61911010742188,7.58935546875,3.0
7465,7.465,1.4173024892807007,283.3653869628906,7.646881103515625,3.0
8442,8.442,1.8292721509933472,329.09759521484375,7.7050323486328125,3.0
9437,9.437,2.275564670562744,370.5594787597656,7.7657928466796875,3.0
10486,10.486,2.749277114868164,407.8209228515625,7.826934814453125,3.0
11425,11.425,3.2522311210632324,441.5455322265625,7.8824310302734375,3.0
12420,12.42,3.781646251678467,441.5455322265625,7.9316558837890625,3.0
13422,13.422,4.326592922210693,499.3171691894531,7.975860595703125,3.0
14375,14.375,4.883332252502441,499.3171691894531,8.017181396484375,3.0
15344,15.344,5.454931735992432,519.50927734375,8.045806884765625,3.0
16344,16.344,6.041296005249023,537.93115234375,8.06866455078125,3.0
17304,17.304,6.642712116241455,554.91650390625,8.094863891601562,3.0
18294,18.294,7.254866600036621,571.031982421875,8.120925903320312,3.0
19246,19.246,7.868170738220215,586.2461547851562,8.140121459960938,3.0
20251,20.251,8.490296363830566,595.907958984375,8.149917602539062,3.0
21242,21.242,9.114338874816895,604.77783203125,8.1578369140625,3.0
22195,22.195,9.114338874816895,611.5982666015625,8.171188354492188,3.0
23087,23.087,9.749215126037598,619.84716796875,8.18829345703125,3.0
23940,23.94,10.396459579467773,629.3816528320312,8.198013305664062,3.0
24849,24.849,11.036417007446289,633.6785278320312,8.195541381835938,3.0
25732,25.732,11.68193531036377,637.5284423828125,8.197891235351562,3.0
26640,26.64,12.327357292175293,640.6964721679688,8.209518432617188,3.0
27571,27.571,12.982654571533203,646.0252685546875,8.223251342773438,3.0
28572,28.572,13.646580696105957,652.4786987304688,8.223251342773438,3.0
29514,29.514,14.30302906036377,653.3035888671875,8.22967529296875,3.0
30498,30.498,14.958038330078125,654.49853515625,8.222946166992188,3.0
31431,31.431,15.61640453338623,655.5758056640625,8.22161865234375,3.0
32379,32.379,16.28435707092285,659.970458984375,8.230270385742188,3.0
33350,33.35,16.952789306640625,663.5263671875,8.240036010742188,3.0
34326,34.326,17.61652374267578,663.8602294921875,8.240463256835938,3.0
35304,35.304,18.277095794677734,663.8602294921875,8.230361938476562,3.0
36313,36.313,18.94428062438965,664.9376831054688,8.229934692382812,3.0
37308,37.308,19.615110397338867,666.3526611328125,8.24090576171875,3.0
38293,38.293,20.288240432739258,666.3526611328125,8.247360229492188,3.0
39311,39.311,20.958301544189453,669.1341552734375,8.245086669921875,3.0
40286,40.286,21.621557235717773,669.1341552734375,8.241119384765625,-3.0
41239,41.239,22.2862491607666,667.1524658203125,8.240951538085938,-3.0
42204,42.204,22.851137161254883,667.0303344726562,8.174942016601562,-3.0
43205,43.205,23.289472579956055,630.7946166992188,8.035598754882812,-3.0
44208,44.208,23.60585594177246,561.7784423828125,8.003982543945312,-3.0
45176,45.176,23.850048065185547,474.34088134765625,8.004714965820312,-3.0
46174,46.174,23.998268127441406,392.3618469238281,7.8817291259765625,-3.0
47158,47.158,24.0991268157959,305.9035949707031,7.71966552734375,-3.0
48164,48.164,24.0991268157959,232.07296752929688,7.5446014404296875,-3.0
49131,49.131,24.16767692565918,171.97311401367188,7.3908538818359375,-3.0
50127,50.127,24.16767692565918,112.89785766601562,7.3130950927734375,-3.0
51012,51.012,24.105262756347656,50.335968017578125,7.296417236328125,-3.0
51873,51.873,23.97679328918457,-13.170486450195312,7.3201751708984375,-3.0
52763,52.763,23.795494079589844,-73.2969970703125,7.3673248291015625,-3.0
53629,53.629,23.560508728027344,-130.64125061035156,7.4361114501953125,-3.0
54543,54.543,23.263490676879883,-190.45156860351562,7.4361114501953125,-3.0
55499,55.499,22.926687240600586,-242.4462432861328,7.5139007568359375,-3.0
56444,56.444,22.55517578125,-288.20367431640625,7.5854339599609375,-3.0
57416,57.416,22.1339054107666,-335.72393798828125,7.662139892578125,-3.0
58441,58.441,21.686750411987305,-375.411865234375,7.7385406494140625,-3.0
59406,59.406,21.20757293701172,-412.2229919433594,7.805511474609375,-3.0
60371,60.371,20.70222282409668,-445.7431640625,7.8634185791015625,-3.0
61359,61.359,20.175588607788086,-474.4380187988281,7.9181671142578125,-3.0
62361,62.361,19.629106521606445,-500.3974914550781,7.96185302734375,-3.0
63332,63.332,19.072175979614258,-520.4715576171875,7.998138427734375,-3.0
64270,64.27,18.49501609802246,-540.376953125,8.031631469726562,-3.0
65266,65.266,17.90577507019043,-540.376953125,8.059219360351562,-3.0
66211,66.211,17.302345275878906,-557.90673828125,8.088104248046875,-3.0
67168,67.168,16.698532104492188,-574.1766357421875,8.110000610351562,-3.0
68167,68.167,16.08216094970703,-584.797119140625,8.119888305664062,-3.0
69164,69.164,15.46127986907959,-596.274658203125,8.129638671875,-3.0
70091,70.091,14.8328275680542,-604.7867431640625,8.147262573242188,-3.0
71134,71.134,14.194978713989258,-613.4647827148438,8.16357421875,-3.0
72127,72.127,13.559815406799316,-622.232177734375,8.177474975585938,-3.0
73124,73.124,12.9198579788208,-627.5277099609375,8.184478759765625,-3.0
74121,74.121,12.274914741516113,-631.553466796875,8.186965942382812,-3.0
75059,75.059,12.274914741516113,-636.5361328125,8.20025634765625,-3.0
75849,75.849,11.624123573303223,-641.6513671875,8.213485717773438,-3.0
76800,76.8,10.966045379638672,-647.4515380859375,8.216720581054688,-3.0
77713,77.713,10.314774513244629,-648.9019775390625,8.217193603515625,-3.0
78549,78.549,9.658039093017578,-652.0045166015625,8.217483520507812,-3.0
79515,79.515,9.003700256347656,-652.5140991210938,8.216995239257812,-3.0
80453,80.453,8.344855308532715,-655.20849609375,8.216995239257812,-3.0
81382,81.382,7.676136016845703,-659.4144287109375,8.22271728515625,-3.0
82329,82.329,7.012881278991699,-660.8505859375,8.229583740234375,-3.0
83268,83.268,6.3565287590026855,-660.0145263671875,8.227325439453125,-3.0
84208,84.208,5.689438819885254,-660.0145263671875,8.228500366210938,-3.0
85226,85.226,5.020719051361084,-664.3291015625,8.236160278320312,-3.0
86230,86.23,4.352670669555664,-665.961181640625,8.240188598632812,-3.0
87227,87.227,3.6837592124938965,-666.38330078125,8.23687744140625,-3.0
88170,88.17,3.019641399383545,-666.2340087890625,8.23406982421875,-3.0
89170,89.17,2.350346088409424,-666.8825073242188,8.232345581054688,-3.0
90178,90.178,1.677120566368103,-666.8825073242188,8.236038208007812,-3.0
91216,91.216,1.0105098485946655,-668.0625,8.241943359375,-3.0
92382,92.382,0.34159839153289795,-668.3226318359375,8.23968505859375,-3.0
93410,93.41,-0.32750487327575684,-668.1090087890625,8.23968505859375,-3.0
94459,94.459,-1.0015935897827148,-670.7398071289062,8.249771118164062,-3.0
95486,95.486,-1.6777914762496948,-672.6944580078125,8.247695922851562,-3.0
96508,96.508,-2.3457441329956055,-671.0888671875,8.23907470703125,-3.0
97510,97.51,-3.017148494720459,-671.4255981445312,8.235321044921875,-3.0
98458,98.458,-3.683950901031494,-669.3228759765625,8.240982055664062,-3.0
99397,99.397,-4.354588031768799,-670.575439453125,8.240982055664062,-3.0
100369,100.369,-5.031649112701416,-672.1265869140625,8.2476806640625,3.0
