time_us,time_ms,angle,vel,vbat,set_volts
1108,1.108,-0.00152587890625,-0.08984375,7.6663970947265625,4.0
1946,1.946,-0.00152587890625,-0.058868408203125,7.6599884033203125,4.0
2802,2.802,0.044769287109375,16.222518920898438,7.19244384765625,4.0
3753,3.753,0.230377197265625,76.27970886230469,6.6045379638671875,4.0
4740,4.74,0.516876220703125,150.96302795410156,6.4310455322265625,4.0
5822,5.822,0.853759765625,217.68470764160156,6.38629150390625,4.0
6780,6.78,1.211273193359375,267.50726318359375,6.394378662109375,4.0
7827,7.827,1.61700439453125,317.131591796875,6.4262847900390625,4.0
8771,8.771,2.0694580078125,365.2913818359375,6.494354248046875,4.0
9680,9.68,2.5799560546875,416.408447265625,6.494354248046875,4.0
10689,10.689,3.1402587890625,467.89422607421875,6.667816162109375,4.0
11638,11.638,3.726348876953125,510.04095458984375,6.667816162109375,4.0
12555,12.555,4.35601806640625,553.2507934570312,6.753173828125,4.0
13512,13.512,5.015655517578125,590.978759765625,6.8378143310546875,4.0
14470,14.47,5.708709716796875,627.3411865234375,6.92510986328125,4.0
15459,15.459,6.42449951171875,659.3056640625,7.0060882568359375,4.0
16440,16.44,7.15545654296875,684.4378662109375,7.07354736328125,4.0
17418,17.418,7.9017333984375,684.4378662109375,7.1267852783203125,4.0
18412,18.412,8.664031982421875,726.2464599609375,7.1749420166015625,4.0
19400,19.4,9.446746826171875,746.652099609375,7.222564697265625,4.0
20381,20.381,10.23626708984375,746.652099609375,7.2664794921875,4.0
21394,21.394,11.030853271484375,761.2708740234375,7.2960662841796875,4.0
22333,22.333,11.834869384765625,773.9166259765625,7.319305419921875,4.0
23278,23.278,12.65631103515625,784.4330444335938,7.350250244140625,4.0
24262,24.262,13.486663818359375,797.5272216796875,7.384552001953125,4.0
25238,25.238,14.3223876953125,809.1420288085938,7.410003662109375,4.0
26191,26.191,15.15093994140625,817.4088134765625,7.4285125732421875,4.0
27186,27.186,15.15093994140625,822.461669921875,7.4438629150390625,4.0
28079,28.079,15.9991455078125,830.9444580078125,7.454071044921875,4.0
28929,28.929,16.847625732421875,837.2636108398438,7.4593505859375,4.0
29795,29.795,17.694488525390625,840.5674438476562,7.4663238525390625,4.0
30652,30.652,18.5518798828125,846.998779296875,7.4931640625,4.0
31585,31.585,19.42279052734375,856.083251953125,7.4931640625,4.0
32518,32.518,20.28460693359375,858.3530883789062,7.51953125,4.0
33449,33.449,21.142181396484375,857.708984375,7.5171661376953125,4.0
34443,34.443,22.01312255859375,863.08349609375,7.5123291015625,4.0
35402,35.402,22.884796142578125,865.2151489257812,7.5277862548828125,4.0
36396,36.396,23.75091552734375,865.2151489257812,7.5308074951171875,4.0
37371,37.371,24.620880126953125,865.56494140625,7.5197296142578125,4.0
38375,38.375,25.503387451171875,873.0281372070312,7.52978515625,4.0
39359,39.359,26.38275146484375,875.5995483398438,7.5511932373046875,4.0
40365,40.365,27.250701904296875,875.5995483398438,7.5503997802734375,4.0
41372,41.372,28.131591796875,875.9033813476562,7.54205322265625,4.0
