time_us,time_ms,angle,vel,vbat,set_volts
1110,1.11,-5.821936130523682,-0.620697021484375,7.8343505859375,7.8341522216796875
2042,2.042,-5.815800189971924,0.0742950439453125,7.8351287841796875,7.8341522216796875
3033,3.033,-5.815800189971924,2.1217803955078125,7.5114898681640625,7.8341522216796875
3913,3.913,-5.702861309051514,41.22056579589844,6.8567657470703125,7.8341522216796875
4747,4.747,-5.487528324127197,103.04902648925781,6.4437408447265625,7.8341522216796875
5579,5.579,-5.207577228546143,166.4138641357422,6.248199462890625,7.8341522216796875
6468,6.468,-4.856199741363525,232.0731658935547,6.123779296875,7.8341522216796875
7395,7.395,-4.439915180206299,297.81298828125,6.123779296875,7.8341522216796875
8338,8.338,-3.9496169090270996,366.314453125,6.0679168701171875,7.8341522216796875
9296,9.296,-3.3960413932800293,432.6318359375,5.9999542236328125,7.8341522216796875
10347,10.347,-2.7665343284606934,502.83966064453125,5.95379638671875,7.8341522216796875
11290,11.29,-2.0772013664245605,568.821044921875,5.9350128173828125,7.8341522216796875
12249,12.249,-1.329577922821045,633.0078735351562,5.982574462890625,7.8341522216796875
13176,13.176,-0.5157051086425781,697.6881103515625,6.061737060546875,7.8341522216796875
14142,14.142,0.3409276008605957,697.6881103515625,6.1445159912109375,7.8341522216796875
15112,15.112,1.2414698600769043,754.238525390625,6.230194091796875,7.8341522216796875
16115,16.115,2.1887989044189453,806.4451904296875,6.3079071044921875,7.8341522216796875
17103,17.103,3.191830635070801,856.41796875,6.38031005859375,7.8341522216796875
18037,18.037,4.222857475280762,908.2005004882812,6.4607086181640625,7.8341522216796875
19013,19.013,5.282934188842773,952.805908203125,6.534271240234375,7.8341522216796875
20038,20.038,6.377141952514648,990.367919921875,6.5928192138671875,7.8341522216796875
21008,21.008,6.377141952514648,1027.2930908203125,6.6351318359375,7.8341522216796875
21883,21.883,7.456201553344727,1045.96826171875,6.638031005859375,7.8341522216796875
22707,22.707,8.470450401306152,1034.9462890625,6.545318603515625,7.8341522216796875
23591,23.591,9.345586776733398,978.5623168945312,6.24749755859375,7.8341522216796875
24462,24.462,10.026386260986328,871.8753662109375,5.870330810546875,7.8341522216796875
25389,25.389,10.597506523132324,764.9248046875,5.9769744873046875,7.8341522216796875
26346,26.346,11.163833618164062,693.8703002929688,5.9769744873046875,7.8341522216796875
27298,27.298,11.874066352844238,699.5875244140625,5.9203338623046875,7.8341522216796875
28250,28.25,12.658793449401855,729.6207275390625,5.750457763671875,7.8341522216796875
29253,29.253,13.451669692993164,753.0264892578125,6.0043792724609375,7.8341522216796875
30254,30.254,14.23284912109375,763.0751342773438,6.10919189453125,7.8341522216796875
31212,31.212,15.00904369354248,767.507080078125,6.10992431640625,7.8341522216796875
32178,32.178,15.768844604492188,765.437744140625,6.0882720947265625,7.8341522216796875
33166,33.166,16.506975173950195,755.5460205078125,6.04052734375,7.8341522216796875
34158,34.158,17.205320358276367,735.608154296875,5.9869842529296875,7.8341522216796875
35174,35.174,17.878931045532227,713.5310668945312,5.93048095703125,0.0
36202,36.202,18.520612716674805,713.5310668945312,5.86883544921875,0.0
36989,36.989,18.520612716674805,693.6063842773438,5.9928131103515625,0.0
37685,37.685,19.04312515258789,633.0902099609375,6.6215667724609375,0.0
38521,38.521,19.368234634399414,523.1736450195312,7.213409423828125,0.0
39229,39.229,19.52029037475586,390.9061279296875,7.213409423828125,0.0
40038,40.038,19.58126449584961,390.9061279296875,7.381744384765625,0.0
40849,40.849,19.58126449584961,273.49066162109375,7.472137451171875,0.0
41534,41.534,19.611753463745117,185.27110290527344,7.53497314453125,0.0
42327,42.327,19.637542724609375,129.00534057617188,7.53497314453125,0.0
43118,43.118,19.664962768554688,129.00534057617188,7.58270263671875,0.0
43932,43.932,19.664962768554688,92.59207153320312,7.6173095703125,0.0
44661,44.661,19.69228744506836,69.16673278808594,7.646453857421875,0.0
45434,45.434,19.705997467041016,49.62629699707031,7.669891357421875,0.0
46230,46.23,19.705997467041016,31.607391357421875,7.669891357421875,0.0
47022,47.022,19.680110931396484,31.607391357421875,7.6876373291015625,0.0
47809,47.809,19.680110931396484,11.158462524414062,7.70172119140625,0.0
48490,48.49,19.634571075439453,-9.387786865234375,7.71417236328125,0.0
49289,49.289,19.59650993347168,-19.587600708007812,7.71417236328125,0.0
50065,50.065,19.573692321777344,-19.587600708007812,7.724884033203125,0.0
50866,50.866,19.573692321777344,-20.5372314453125,7.733856201171875,0.0
51565,51.565,19.552310943603516,-20.659194946289062,7.7414703369140625,0.0
52348,52.348,19.52939796447754,-22.197296142578125,7.7463836669921875,0.0
53123,53.123,19.511085510253906,-20.7315673828125,7.7463836669921875,0.0
53934,53.934,19.511085510253906,-20.7315673828125,7.751220703125,0.0
54665,54.665,19.501977920532227,-16.349655151367188,7.755462646484375,0.0
55417,55.417,19.492773056030273,-13.92913818359375,7.760101318359375,0.0
56123,56.123,19.478967666625977,-13.92913818359375,7.760101318359375,0.0
56906,56.906,19.478967666625977,-13.918777465820312,7.763763427734375,0.0
57617,57.617,19.46516227722168,-13.887039184570312,7.766265869140625,0.0
58384,58.384,19.452890396118164,-13.325515747070312,7.7691650390625,0.0
59129,59.129,19.44215202331543,-11.944259643554688,7.7691650390625,0.0
59922,59.922,19.44215202331543,-11.944259643554688,7.7722625732421875,0.0
60642,60.642,19.423744201660156,-14.078887939453125,7.77447509765625,0.0
61423,61.423,19.399105072021484,-17.8773193359375,7.775726318359375,0.0
62122,62.122,19.372835159301758,-20.775680541992188,7.775726318359375,0.0
62909,62.909,19.372835159301758,-20.775680541992188,7.776885986328125,0.0
63727,63.727,19.351167678833008,-21.553207397460938,7.779022216796875,0.0
64444,64.444,19.326337814331055,-22.604751586914062,7.780853271484375,0.0
65216,65.216,19.30150604248047,-23.1011962890625,7.780853271484375,0.0
65987,65.987,19.278112411499023,-23.1011962890625,7.7829742431640625,0.0
66736,66.736,19.278112411499023,-23.776626586914062,7.783843994140625,0.0
67437,67.437,19.251554489135742,-24.1412353515625,7.7825775146484375,0.0
68211,68.211,19.228065490722656,-24.109405517578125,7.7825775146484375,0.0
69009,69.009,19.20457649230957,-24.109405517578125,7.785003662109375,0.0
69761,69.761,19.20457649230957,-24.410247802734375,7.7869415283203125,0.0
70434,70.434,19.18568992614746,-22.364395141601562,7.7866363525390625,0.0
71208,71.208,19.17313003540039,-18.98052978515625,7.7866363525390625,0.0
