R,k,m,I,final_com_velocity,end_time,motor_angle,bottom_height
3.000000000000000062e-03,3.057876921606393807e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.550884791470319435e+00,5.859929874682480444e-02,5.894398914014659852e+01,9.249999999999998501e-02
3.000000000000000062e-03,3.312019296970979485e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.556767277700297214e+00,5.847742878007927692e-02,5.878099238629825862e+01,9.250000000000002665e-02
3.000000000000000062e-03,3.587283630024446029e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.571223186842801489e+00,5.836930100911424946e-02,5.863432501780795292e+01,9.250000000000010991e-02
3.000000000000000062e-03,3.885425382035175426e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.594778764580312647e+00,5.826892091984763739e-02,5.849487124448710773e+01,9.250000000000041522e-02
3.000000000000000062e-03,4.208345911934581090e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.626882006221968879e+00,5.817062798874975127e-02,5.835425506204216362e+01,9.250000000000017930e-02
3.000000000000000062e-03,4.558104601977957645e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.666681580714822530e+00,5.806960160272849059e-02,5.820562640349733385e+01,9.250000000000034583e-02
3.000000000000000062e-03,4.936931991177907184e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.712352857055777555e+00,5.796231309427495038e-02,5.804433465306625095e+01,9.250000000000004052e-02
3.000000000000000062e-03,5.347244000266970397e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.761107628628521660e+00,5.784684320265125190e-02,5.786836836809236928e+01,9.250000000000008216e-02
3.000000000000000062e-03,5.791657338907157828e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.809851126109387920e+00,5.772301540007050702e-02,5.767848255679720637e+01,9.250000000000001277e-02
3.000000000000000062e-03,6.273006193404024089e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.855656618534399449e+00,5.759236272258794198e-02,5.747805694510928731e+01,9.249999999999998501e-02
3.000000000000000062e-03,6.794360301348615030e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.895326011751503614e+00,5.745791553585637840e-02,5.727267256119150574e+01,9.249999999999998501e-02
3.000000000000000062e-03,7.359044528456265107e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.926514140175919820e+00,5.732384649470243648e-02,5.706947465766594263e+01,9.250000000000004052e-02
3.000000000000000062e-03,7.970660072450475127e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.948072326328780690e+00,5.719498465059402043e-02,5.687634752047833331e+01,9.250000000000066502e-02
3.000000000000000062e-03,8.633107429217250319e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.960190669773445471e+00,5.707620646203766940e-02,5.670091182139611163e+01,9.249999999999999889e-02
3.000000000000000062e-03,9.350611267692994443e+04,3.600000000000000091e-05,1.879199999999999828e-10,4.964725188937786804e+00,5.697169912905420547e-02,5.654933778200971517e+01,9.250000000000048461e-02
3.000000000000000062e-03,1.012774737212259060e+05,3.600000000000000091e-05,1.879199999999999828e-10,4.965309794194271653e+00,5.688411835577516368e-02,5.642502483141455372e+01,9.250000000000010991e-02
3.000000000000000062e-03,1.096947182350816292e+05,3.600000000000000091e-05,1.879199999999999828e-10,4.967010425590235201e+00,5.681374789254043517e-02,5.632734383831833469e+01,9.250000000000013767e-02
3.000000000000000062e-03,1.188115260634906881e+05,3.600000000000000091e-05,1.879199999999999828e-10,4.975340493225166583e+00,5.675791221170100459e-02,5.625087212856944774e+01,9.249999999999999889e-02
3.000000000000000062e-03,1.286860384224136797e+05,3.600000000000000091e-05,1.879199999999999828e-10,4.994665253190225584e+00,5.671104992400527456e-02,5.618578674521723570e+01,9.249999999999999889e-02
3.000000000000000062e-03,1.393812286865626520e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.026367138858862660e+00,5.666583909517405176e-02,5.611998424766014892e+01,9.249999999999997113e-02
3.000000000000000062e-03,1.509653039936322020e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.067676356372700752e+00,5.661532582073757619e-02,5.604273031426496487e+01,9.250000000000006828e-02
3.000000000000000062e-03,1.635121402261458861e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.111734106777588771e+00,5.655540448914150170e-02,5.594864102199511535e+01,9.249999999999999889e-02
3.000000000000000062e-03,1.771017531449649832e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.149519768259792407e+00,5.648657725156885911e-02,5.584019348072781952e+01,9.250000000000005440e-02
3.000000000000000062e-03,1.918208086790413945e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.173256089885295061e+00,5.641408647347962574e-02,5.572738234587985318e+01,9.249999999999998501e-02
3.000000000000000062e-03,2.077631756257259403e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.180112786050772300e+00,5.634612348479989957e-02,5.562424328364962633e+01,9.249999999999999889e-02
3.000000000000000062e-03,2.250305242864021857e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.174497215195093425e+00,5.629058622410716001e-02,5.554324809104423366e+01,9.250000000000004052e-02
3.000000000000000062e-03,2.437329748551585071e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.167460263725605962e+00,5.625135692557882428e-02,5.548929787833281324e+01,9.250000000000010991e-02
3.000000000000000062e-03,2.639897996955213021e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.172301722792342460e+00,5.622569934030154093e-02,5.545598551896470951e+01,9.249999999999998501e-02
3.000000000000000062e-03,2.859301839839105378e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.197181604187984583e+00,5.620470253903094016e-02,5.542722683960295882e+01,9.249999999999999889e-02
3.000000000000000062e-03,3.096940495707346709e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.238653906479981082e+00,5.617772114394566779e-02,5.538546615213129343e+01,9.250000000000001277e-02
3.000000000000000062e-03,3.354329473131714622e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.282001249132804332e+00,5.613892968964813435e-02,5.532267571509102311e+01,9.249999999999997113e-02
3.000000000000000062e-03,3.633110235703847138e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.309809811087662368e+00,5.609126431834488002e-02,5.524595860102498790e+01,9.249999999999998501e-02
3.000000000000000062e-03,3.935060670248524402e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.313427580149166829e+00,5.604453587627531569e-02,5.517304606550093382e+01,9.249999999999998501e-02
3.000000000000000062e-03,4.262106425057829474e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.299962261493728732e+00,5.600905799260283424e-02,5.512088642213859657e+01,9.250000000000002665e-02
3.000000000000000062e-03,4.616333190454205032e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.289467965408570116e+00,5.598831476508121796e-02,5.509356716132338505e+01,9.249999999999998501e-02
3.000000000000000062e-03,5.000000000000000000e+05,3.600000000000000091e-05,1.879199999999999828e-10,5.300734239209058174e+00,5.597584938596664172e-02,5.507822548422461750e+01,9.250000000000005440e-02
4.000000000000000083e-03,1.000000000000000000e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.608912777481651624e+00,5.538459452289761636e-02,5.227248635465276294e+01,9.249999999999998501e-02
4.000000000000000083e-03,1.083110727436042180e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.669889128343920781e+00,5.473069593181196374e-02,5.136079435771454627e+01,9.249999999999998501e-02
4.000000000000000083e-03,1.173128847887029951e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.726020360241270701e+00,5.410723595211725662e-02,5.049660782975993101e+01,9.249999999999998501e-02
4.000000000000000083e-03,1.270628439811126918e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.776814185647693556e+00,5.351408882322970101e-02,4.967938550411808052e+01,9.250000000000060951e-02
4.000000000000000083e-03,1.376231293744750110e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.822004234226742625e+00,5.295116163979792651e-02,4.890863153936668795e+01,9.249999999999997113e-02
4.000000000000000083e-03,1.490610877688121582e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.861506837436960105e+00,5.241839301345960211e-02,4.818389968918802424e+01,9.249999999999863887e-02
4.000000000000000083e-03,1.614496632056855196e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.895246082551970801e+00,5.191574990448900168e-02,4.750478634487642893e+01,9.249999999999997113e-02
4.000000000000000083e-03,1.748678621590140392e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.923137813447604039e+00,5.144321277178220964e-02,4.687090603457800597e+01,9.249999999999995726e-02
4.000000000000000083e-03,1.894012573882348443e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.945161087580961734e+00,5.100076042335758425e-02,4.628185998595878203e+01,9.249999999999998501e-02
4.000000000000000083e-03,2.051425336670720935e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.961406937450788313e+00,5.058834346277806676e-02,4.573720207359026091e+01,9.249999999999998501e-02
4.000000000000000083e-03,2.221920788682152124e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.972094279645896897e+00,5.020586395696664123e-02,4.523640009513314908e+01,9.249999999999998501e-02
4.000000000000000083e-03,2.406586241734785290e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.977594595333084904e+00,4.985314237150258870e-02,4.477878818287514662e+01,9.250000000000030420e-02
4.000000000000000083e-03,2.606599374922933930e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.978455105629845612e+00,4.952988421717492706e-02,4.436351143235182803e+01,9.250000000000056788e-02
4.000000000000000083e-03,2.823235745107105686e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.975429733321123038e+00,4.923563731655725834e-02,4.398946069767853828e+01,9.250000000000001277e-02
4.000000000000000083e-03,3.057876921606393807e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.969487301101801258e+00,4.896975070224784260e-02,4.365520031015015689e+01,9.249999999999999889e-02
4.000000000000000083e-03,3.312019296970979485e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.961838885392461762e+00,4.873131326072172032e-02,4.335888076811752256e+01,9.249999999999997113e-02
4.000000000000000083e-03,3.587283630024446029e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.953941984934103537e+00,4.851908611074474270e-02,4.309813906015055096e+01,9.249999999999997113e-02
4.000000000000000083e-03,3.885425382035175426e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.947340845147065735e+00,4.833145166168213713e-02,4.287003442401272224e+01,9.249999999999998501e-02
4.000000000000000083e-03,4.208345911934581090e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.943718348600984136e+00,4.816638686715375706e-02,4.267102796838221224e+01,9.249999999999997113e-02
4.000000000000000083e-03,4.558104601977957645e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.944776878335429338e+00,4.802144392626542940e-02,4.249697061743192705e+01,9.250000000000088707e-02
4.000000000000000083e-03,4.936931991177907184e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.952128849864116944e+00,4.789374136733817733e-02,4.234312601054550385e+01,9.249999999999869438e-02
4.000000000000000083e-03,5.347244000266970397e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.967151829991570899e+00,4.778004419792893087e-02,4.220433713583845048e+01,9.250000000000131728e-02
4.000000000000000083e-03,5.791657338907157828e+04,6.400000000000001066e-05,5.939200000000000542e-10,5.990821927891991194e+00,4.767688762183966422e-02,4.207525777616784524e+01,9.250000000000023481e-02
4.000000000000000083e-03,6.273006193404024089e+04,6.400000000000001066e-05,5.939200000000000542e-10,6.023574411794603733e+00,4.758074987846715870e-02,4.195066379859535743e+01,9.249999999999998501e-02
4.000000000000000083e-03,6.794360301348615030e+04,6.400000000000001066e-05,5.939200000000000542e-10,6.065121567925672252e+00,4.748825065615831786e-02,4.182580727495805206e+01,9.249999999999995726e-02
4.000000000000000083e-03,7.359044528456265107e+04,6.400000000000001066e-05,5.939200000000000542e-10,6.114292253947833267e+00,4.739640997593556893e-02,4.169683364299425676e+01,9.249999999999997113e-02
4.000000000000000083e-03,7.970660072450475127e+04,6.400000000000001066e-05,5.939200000000000542e-10,6.168748517852104207e+00,4.730293082118267045e-02,4.156118696035132132e+01,9.249999999999997113e-02
4.000000000000000083e-03,8.633107429217250319e+04,6.400000000000001066e-05,5.939200000000000542e-10,6.225320970287962830e+00,4.720635431546055250e-02,4.141781763390356019e+01,9.249999999999998501e-02
4.000000000000000083e-03,9.350611267692994443e+04,6.400000000000001066e-05,5.939200000000000542e-10,6.280895821239207422e+00,4.710621727609149573e-02,4.126737929637182845e+01,9.249999999999999889e-02
4.000000000000000083e-03,1.012774737212259060e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.331993810661701083e+00,4.700315276177682855e-02,4.111226450863681947e+01,9.249999999999998501e-02
4.000000000000000083e-03,1.096947182350816292e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.374874797026109263e+00,4.689885666333555581e-02,4.095643726473593205e+01,9.249999999999999889e-02
4.000000000000000083e-03,1.188115260634906881e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.406576675704198642e+00,4.679594381760751598e-02,4.080506147233986525e+01,9.250000000000095646e-02
4.000000000000000083e-03,1.286860384224136797e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.425665379535037580e+00,4.669765494131317141e-02,4.066388831850092345e+01,9.249999999999997113e-02
4.000000000000000083e-03,1.393812286865626520e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.432689836665561600e+00,4.660744365443599685e-02,4.053847136390196226e+01,9.249999999999997113e-02
4.000000000000000083e-03,1.509653039936322020e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.430537123268392108e+00,4.652836102098266424e-02,4.043309142852320548e+01,9.250000000000001277e-02
4.000000000000000083e-03,1.635121402261458861e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.424616876945076882e+00,4.646230500612865549e-02,4.034953177110485001e+01,9.249999999999999889e-02
4.000000000000000083e-03,1.771017531449649832e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.422026001347180824e+00,4.640929031243416769e-02,4.028603096587349341e+01,9.249999999999876377e-02
4.000000000000000083e-03,1.918208086790413945e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.429970757489314792e+00,4.636700534114885502e-02,4.023688290391067568e+01,9.250000000000010991e-02
4.000000000000000083e-03,2.077631756257259403e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.453426011156460085e+00,4.633106101788676823e-02,4.019333585284303467e+01,9.249999999999999889e-02
4.000000000000000083e-03,2.250305242864021857e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.492896157347493258e+00,4.629602003786945086e-02,4.014583138253782124e+01,9.249999999999974909e-02
4.000000000000000083e-03,2.437329748551585071e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.543410424992554653e+00,4.625708317491091653e-02,4.008711137724414186e+01,9.250000000000106748e-02
4.000000000000000083e-03,2.639897996955213021e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.595576229980342653e+00,4.621169638601604901e-02,4.001479902393809596e+01,9.249999999999997113e-02
4.000000000000000083e-03,2.859301839839105378e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.638262823054176032e+00,4.616044588136546806e-02,3.993237982146220588e+01,9.250000000000001277e-02
4.000000000000000083e-03,3.096940495707346709e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.662422829313040751e+00,4.610691889421227735e-02,3.984819611921800231e+01,9.250000000000015155e-02
4.000000000000000083e-03,3.354329473131714622e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.664890695798161957e+00,4.605646034328783611e-02,3.977264307953713285e+01,9.250000000000006828e-02
4.000000000000000083e-03,3.633110235703847138e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.650488457830885380e+00,4.601420852261437627e-02,3.971435740175632390e+01,9.250000000000001277e-02
4.000000000000000083e-03,3.935060670248524402e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.631557498655081595e+00,4.598296760072328321e-02,3.967651665060159161e+01,9.249999999999976297e-02
4.000000000000000083e-03,4.262106425057829474e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.623417404426392707e+00,4.596171241512203576e-02,3.965480500303174693e+01,9.249999999999997113e-02
4.000000000000000083e-03,4.616333190454205032e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.637009388428592338e+00,4.594564405848451660e-02,3.963856951104838089e+01,9.250000000000012379e-02
4.000000000000000083e-03,5.000000000000000000e+05,6.400000000000001066e-05,5.939200000000000542e-10,6.671880252698061398e+00,4.592832382041572847e-02,3.961569519796485395e+01,9.250000000000001277e-02
5.000000000000000104e-03,1.000000000000000000e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.165241168826788076e+00,5.044006543265985160e-02,4.338153016197966849e+01,9.250000000000001277e-02
5.000000000000000104e-03,1.083110727436042180e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.248048055512241739e+00,4.979882254446513917e-02,4.253072017076112843e+01,9.249999999999998501e-02
5.000000000000000104e-03,1.173128847887029951e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.326700806724837811e+00,4.918396978113247914e-02,4.172104849972797069e+01,9.249999999999933276e-02
5.000000000000000104e-03,1.270628439811126918e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.400703374326731421e+00,4.859522624175519057e-02,4.095172011453787064e+01,9.249999999999995726e-02
5.000000000000000104e-03,1.376231293744750110e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.469678427703381196e+00,4.803235162558871368e-02,4.022197658910995699e+01,9.249999999999998501e-02
5.000000000000000104e-03,1.490610877688121582e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.533429077746618852e+00,4.749513508530249506e-02,3.953113721741420505e+01,9.250000000000026257e-02
5.000000000000000104e-03,1.614496632056855196e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.591752196126567043e+00,4.698341508655470844e-02,3.887862134209873233e+01,9.249999999999958256e-02
5.000000000000000104e-03,1.748678621590140392e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.644242492373022557e+00,4.649706898134513267e-02,3.826390788485154104e+01,9.250000000000001277e-02
5.000000000000000104e-03,1.894012573882348443e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.690438959107154027e+00,4.603598972611597229e-02,3.768648986050297367e+01,9.249999999999998501e-02
5.000000000000000104e-03,2.051425336670720935e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.730019129181417981e+00,4.560008274295532238e-02,3.714586221264901411e+01,9.249999999999999889e-02
5.000000000000000104e-03,2.221920788682152124e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.762858783265895291e+00,4.518924292952380267e-02,3.664150707252485262e+01,9.249999999999958256e-02
5.000000000000000104e-03,2.406586241734785290e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.789037732241896883e+00,4.480336288900862995e-02,3.617291483356209625e+01,9.249999999999999889e-02
5.000000000000000104e-03,2.606599374922933930e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.808611688577648202e+00,4.444233086277861455e-02,3.573957370342117912e+01,9.249999999999998501e-02
5.000000000000000104e-03,2.823235745107105686e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.821757643588152398e+00,4.410599969993946046e-02,3.534090998361427438e+01,9.250000000000001277e-02
5.000000000000000104e-03,3.057876921606393807e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.828826881422976669e+00,4.379418215687851806e-02,3.497628890008826374e+01,9.249999999999998501e-02
5.000000000000000104e-03,3.312019296970979485e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.830244900161580368e+00,4.350662359549670177e-02,3.464495889340309986e+01,9.249999999999995726e-02
5.000000000000000104e-03,3.587283630024446029e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.826712867360253512e+00,4.324297226292941193e-02,3.434601170902396916e+01,9.249999999999997113e-02
5.000000000000000104e-03,3.885425382035175426e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.819047210954013671e+00,4.300275247548802915e-02,3.407834518092574427e+01,9.249999999999998501e-02
5.000000000000000104e-03,4.208345911934581090e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.808324470274727425e+00,4.278532923974377733e-02,3.384059596736654640e+01,9.249999999999995726e-02
5.000000000000000104e-03,4.558104601977957645e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.795826443479104917e+00,4.258988905018340487e-02,3.363112802926993083e+01,9.249999999999997113e-02
5.000000000000000104e-03,4.936931991177907184e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.783246878561166149e+00,4.241536733586220853e-02,3.344787137855709602e+01,9.249999999999999889e-02
5.000000000000000104e-03,5.347244000266970397e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.771974496956874034e+00,4.226050385915028351e-02,3.328843217103160157e+01,9.249999999999998501e-02
5.000000000000000104e-03,5.791657338907157828e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.763745993772490195e+00,4.212382083689208967e-02,3.315004270088138583e+01,9.249999999999999889e-02
5.000000000000000104e-03,6.273006193404024089e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.760649197795378207e+00,4.200350369595320932e-02,3.302946100570736832e+01,9.249999999999999889e-02
5.000000000000000104e-03,6.794360301348615030e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.764394987973961548e+00,4.189739102679893024e-02,3.292295442896675439e+01,9.249999999999998501e-02
5.000000000000000104e-03,7.359044528456265107e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.776638320198949295e+00,4.180306319167269996e-02,3.282648587145726538e+01,9.249999999999942990e-02
5.000000000000000104e-03,7.970660072450475127e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.798513290318326519e+00,4.171787389497651211e-02,3.273582381726634338e+01,9.249999999999997113e-02
5.000000000000000104e-03,8.633107429217250319e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.830217430583817695e+00,4.163906906608029479e-02,3.264679439398759087e+01,9.249999999999999889e-02
5.000000000000000104e-03,9.350611267692994443e+04,1.000000000000000048e-04,1.449999999999999956e-09,6.871190650577936765e+00,4.156395031907864773e-02,3.255561459705215555e+01,9.249999999999999889e-02
5.000000000000000104e-03,1.012774737212259060e+05,1.000000000000000048e-04,1.449999999999999956e-09,6.920088677815738443e+00,4.148997767676574494e-02,3.245917078119805410e+01,9.249999999999999889e-02
5.000000000000000104e-03,1.096947182350816292e+05,1.000000000000000048e-04,1.449999999999999956e-09,6.974459562460120665e+00,4.141521257739252948e-02,3.235562176507401944e+01,9.249999999999998501e-02
5.000000000000000104e-03,1.188115260634906881e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.030550605772900141e+00,4.133832187127987196e-02,3.224448026628424913e+01,9.250000000000001277e-02
5.000000000000000104e-03,1.286860384224136797e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.083956599032490864e+00,4.125888277784937191e-02,3.212697563127576927e+01,9.249999999999999889e-02
5.000000000000000104e-03,1.393812286865626520e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.130007681124685526e+00,4.117740237255274743e-02,3.200596304560710337e+01,9.250000000000001277e-02
5.000000000000000104e-03,1.509653039936322020e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.164568285864912234e+00,4.109543206427395540e-02,3.188582698274822036e+01,9.249999999999995726e-02
5.000000000000000104e-03,1.635121402261458861e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.184327752261178368e+00,4.101533583520459297e-02,3.177193963496167228e+01,9.250000000000098421e-02
5.000000000000000104e-03,1.771017531449649832e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.188425662294723573e+00,4.093998249165958780e-02,3.166983111071031942e+01,9.250000000000088707e-02
5.000000000000000104e-03,1.918208086790413945e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.178562822859537285e+00,4.087225571339499208e-02,3.158428728907781391e+01,9.250000000000058176e-02
5.000000000000000104e-03,2.077631756257259403e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.159628526506415014e+00,4.081444799014601055e-02,3.151814156670353739e+01,9.250000000000023481e-02
5.000000000000000104e-03,2.250305242864021857e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.139238259116789997e+00,4.076765928684753654e-02,3.147139710810557389e+01,9.249999999999840294e-02
5.000000000000000104e-03,2.437329748551585071e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.126184532866803423e+00,4.073126332078980810e-02,3.144055403124380987e+01,9.249999999999998501e-02
5.000000000000000104e-03,2.639897996955213021e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.128586907295098030e+00,4.070287128012490402e-02,3.141900327140685079e+01,9.249999999999997113e-02
5.000000000000000104e-03,2.859301839839105378e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.150760182811582766e+00,4.067867705466780143e-02,3.139829864737243525e+01,9.250000000000074829e-02
5.000000000000000104e-03,3.096940495707346709e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.191480229510581523e+00,4.065438656723566191e-02,3.137036804481731167e+01,9.250000000000098421e-02
5.000000000000000104e-03,3.354329473131714622e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.243097618010111205e+00,4.062652816098570596e-02,3.133009721906486789e+01,9.250000000000002665e-02
5.000000000000000104e-03,3.633110235703847138e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.293868440512270901e+00,4.059348151997022730e-02,3.127697083632441633e+01,9.250000000000040135e-02
5.000000000000000104e-03,3.935060670248524402e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.331641601622928661e+00,4.055605774598210894e-02,3.121540861064787364e+01,9.249999999999999889e-02
5.000000000000000104e-03,4.262106425057829474e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.347737968175970913e+00,4.051712376419373124e-02,3.115327985597474836e+01,9.250000000000016542e-02
5.000000000000000104e-03,4.616333190454205032e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.340168610828791351e+00,4.048061859591037953e-02,3.109933836095249760e+01,9.250000000000015155e-02
5.000000000000000104e-03,5.000000000000000000e+05,1.000000000000000048e-04,1.449999999999999956e-09,7.315136507956492729e+00,4.045015093192939198e-02,3.106022068754167975e+01,9.249999999999998501e-02
6.000000000000000125e-03,1.000000000000000000e+04,1.440000000000000036e-04,3.006719999999999725e-09,6.484785209028103736e+00,4.708212672157720963e-02,3.680660189128917636e+01,9.249999999999995726e-02
6.000000000000000125e-03,1.083110727436042180e+04,1.440000000000000036e-04,3.006719999999999725e-09,6.582906661869804665e+00,4.646081237659422519e-02,3.602850018634525497e+01,9.250000000000015155e-02
6.000000000000000125e-03,1.173128847887029951e+04,1.440000000000000036e-04,3.006719999999999725e-09,6.676760218953833537e+00,4.586372418141974883e-02,3.528777028425606943e+01,9.249999999999995726e-02
6.000000000000000125e-03,1.270628439811126918e+04,1.440000000000000036e-04,3.006719999999999725e-09,6.765852850019983045e+00,4.529054217694614137e-02,3.458350145707724010e+01,9.249999999999997113e-02
6.000000000000000125e-03,1.376231293744750110e+04,1.440000000000000036e-04,3.006719999999999725e-09,6.849850005499435568e+00,4.474096925695030674e-02,3.391483995134919383e+01,9.250000000000058176e-02
6.000000000000000125e-03,1.490610877688121582e+04,1.440000000000000036e-04,3.006719999999999725e-09,6.928519585873760711e+00,4.421474913876056317e-02,3.328102738222872148e+01,9.249999999999999889e-02
6.000000000000000125e-03,1.614496632056855196e+04,1.440000000000000036e-04,3.006719999999999725e-09,7.001580666228185201e+00,4.371165753194094367e-02,3.268139571970727530e+01,9.249999999999998501e-02
6.000000000000000125e-03,1.748678621590140392e+04,1.440000000000000036e-04,3.006719999999999725e-09,7.068596196048253510e+00,4.323149967944086430e-02,3.211533227877541208e+01,9.249999999999999889e-02
6.000000000000000125e-03,1.894012573882348443e+04,1.440000000000000036e-04,3.006719999999999725e-09,7.128898338730097706e+00,4.277407871859226912e-02,3.158224215382945488e+01,9.249999999999934663e-02
