sweep_type,motor_scale,tau_max,w_max,m,I,I_ratio,stroke,g,L_min,L_max,guess_idx,guess_L,guess_r,guess_T,success,opt_L,opt_r,opt_T,y_final,ydot_final,error
mass,0.5,0.16722222223,391.25918506582883,0.20517241379310347,4.5e-06,1.0,0.05,9.81,0.1,0.18,0,0.12,0.004,0.03,True,0.09999999695406345,0.014999925585227262,0.04059007070696294,0.04999998753191868,2.126756790652276,
mass,0.5,0.16722222223,391.25918506582883,0.20517241379310347,4.5e-06,1.0,0.05,9.81,0.1,0.18,1,0.12,0.01,0.03,True,0.09999999004288039,0.009035443030379396,0.045651623249305204,0.050000000000002036,2.2596966451260387,
mass,0.5,0.16722222223,391.25918506582883,0.20517241379310347,4.5e-06,1.0,0.05,9.81,0.1,0.18,2,0.18,0.004,0.03,True,0.09999999002184012,0.009035442525775088,0.045651626389486576,0.05000000499971044,2.2596967168489765,
mass,0.5,0.16722222223,391.25918506582883,0.20517241379310347,4.5e-06,1.0,0.05,9.81,0.1,0.18,3,0.18,0.01,0.03,True,0.09999999002183857,0.009035443031414282,0.045651623245332694,0.04999999999992442,2.259696645142595,
mass,0.5,0.16722222223,391.25918506582883,0.2206896551724138,4.5e-06,1.0,0.05,9.81,0.1,0.18,0,0.12,0.004,0.03,True,0.09999999481430472,0.00880893941680498,0.046695386705657684,0.049999999998658576,2.194943611566941,
mass,0.5,0.16722222223,391.25918506582883,0.2206896551724138,4.5e-06,1.0,0.05,9.81,0.1,0.18,1,0.12,0.01,0.03,True,0.09999999004649496,0.008808939631642906,0.04669538581476636,0.04999999998132942,2.1949436147411037,
mass,0.5,0.16722222223,391.25918506582883,0.2206896551724138,4.5e-06,1.0,0.05,9.81,0.1,0.18,2,0.18,0.004,0.03,True,0.09999999102765622,0.008808939583917355,0.04669538600696166,0.049999999999959334,2.194943615199104,
mass,0.5,0.16722222223,391.25918506582883,0.2206896551724138,4.5e-06,1.0,0.05,9.81,0.1,0.18,3,0.18,0.01,0.03,True,0.09999999016862648,0.008808939627324564,0.046695385835054164,0.04999999997979344,2.194943614506706,
mass,0.5,0.16722222223,391.25918506582883,0.2362068965517241,4.5e-06,1.0,0.05,9.81,0.1,0.18,0,0.12,0.004,0.03,True,0.09999999001012996,0.01500000997514143,0.04231148818787624,0.050000004995051126,1.9846952175244448,
mass,0.5,0.16722222223,391.25918506582883,0.2362068965517241,4.5e-06,1.0,0.05,9.81,0.1,0.18,1,0.12,0.01,0.03,True,0.09999999525503375,0.008601338685774746,0.04769958761676587,0.0500000000001397,2.1358592150571756,
mass,0.5,0.16722222223,391.25918506582883,0.2362068965517241,4.5e-06,1.0,0.05,9.81,0.1,0.18,2,0.18,0.004,0.03,True,0.09999999210435291,0.008601338809627873,0.04769958704658895,0.049999999990312544,2.1358592171419954,
mass,0.5,0.16722222223,391.25918506582883,0.2362068965517241,4.5e-06,1.0,0.05,9.81,0.1,0.18,3,0.18,0.01,0.03,True,0.09999999074031966,0.008601338865843118,0.04769958679313866,0.0499999999774611,2.1358592175784405,
mass,0.5,0.16722222223,391.25918506582883,0.2517241379310345,4.5e-06,1.0,0.05,9.81,0.1,0.18,0,0.12,0.004,0.03,True,0.17999994008492753,0.0009999992564834097,0.33073402290870063,0.05000000489903661,0.36869416693393786,
mass,0.5,0.16722222223,391.25918506582883,0.2517241379310345,4.5e-06,1.0,0.05,9.81,0.1,0.18,1,0.12,0.01,0.03,True,0.09999999005199973,0.008409906176797394,0.0486686840254481,0.04999999999986465,2.081613628561281,
mass,0.5,0.16722222223,391.25918506582883,0.2517241379310345,4.5e-06,1.0,0.05,9.81,0.1,0.18,2,0.18,0.004,0.03,True,0.09999999002607553,0.008409905959261848,0.048668686885032085,0.05000000499240717,2.08161369217584,
