sweep_type,motor_scale,tau_max,w_max,m,I,I_ratio,stroke,g,L_min,L_max,guess_idx,guess_L,guess_r,guess_T,success,opt_L,opt_r,opt_T,y_final,ydot_final,error
mass,0.5,0.16722222223,391.25918506582883,0.09655172413793103,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999005731344,0.013946056710705099,0.047340651399681334,0.07999999999946232,3.452895207001545,
mass,0.5,0.16722222223,391.25918506582883,0.09655172413793103,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999005921844,0.013946056711074425,0.04734065139940543,0.07999999999992559,3.452895207032471,
mass,0.5,0.16722222223,391.25918506582883,0.09655172413793103,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.1600042447183589,0.014999859719442397,0.04620632739372231,0.08000000445129227,3.4484346007715,
mass,0.5,0.16722222223,391.25918506582883,0.09655172413793103,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.160001086274292,0.013945930008364612,0.047340870413447846,0.0799999999839326,3.452894289224155,
mass,0.5,0.16722222223,391.25918506582883,0.11206896551724138,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.16000003782193223,0.01326874196861802,0.04952289679563516,0.07999999999637265,3.260609147466402,
mass,0.5,0.16722222223,391.25918506582883,0.11206896551724138,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999006968846,0.013268744801633977,0.04952289004300631,0.07999999999999932,3.260609182128105,
mass,0.5,0.16722222223,391.25918506582883,0.11206896551724138,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999163974454,0.013268744708476539,0.049522890265052105,0.07999999999999667,3.2606091809959863,
mass,0.5,0.16722222223,391.25918506582883,0.11206896551724138,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.16000002070679983,0.01326874267234084,0.04952289477498735,0.07999999995581564,3.2606091575641973,
mass,0.5,0.16722222223,391.25918506582883,0.12758620689655173,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999007575277,0.012699505168086,0.051535888274988235,0.07999999999998686,3.10047811018949,
mass,0.5,0.16722222223,391.25918506582883,0.12758620689655173,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.1599999900787922,0.01269950516830088,0.051535888274889426,0.0799999999999945,3.1004781101876002,
mass,0.5,0.16722222223,391.25918506582883,0.12758620689655173,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.1600006485997014,0.012699480919165751,0.05153596602410819,0.07999999997174696,3.1004776954805893,
mass,0.5,0.16722222223,391.25918506582883,0.12758620689655173,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.1599999900745686,0.012699505168089955,0.051535888274903525,0.07999999999998733,3.1004781101904384,
mass,0.5,0.16722222223,391.25918506582883,0.14310344827586208,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.1599999959353805,0.012210354136805594,0.05341377709105366,0.07999999998179318,2.9640461788282937,
mass,0.5,0.16722222223,391.25918506582883,0.14310344827586208,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.1599999900640094,0.012210354249848029,0.05341377652165092,0.07999999999993786,2.9640461832682456,
mass,0.5,0.16722222223,391.25918506582883,0.14310344827586208,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999027857534,0.015000009959414118,0.05030233633552301,0.08000000499574635,2.9337350662885715,
mass,0.5,0.16722222223,391.25918506582883,0.14310344827586208,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999113888094,0.012210354231715423,0.053413776622388005,0.07999999999999881,2.9640461826659465,
mass,0.5,0.16722222223,391.25918506582883,0.1586206896551724,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,False,nan,nan,nan,nan,nan,Error in Opti::solve [OptiNode] at .../casadi/core
mass,0.5,0.16722222223,391.25918506582883,0.1586206896551724,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999341419358,0.011782705290441606,0.055180993194509115,0.08000000000084799,2.8457164841875637,
mass,0.5,0.16722222223,391.25918506582883,0.1586206896551724,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999083849628,0.011782705318770733,0.05518099296823594,0.07999999999999949,2.845716485401918,
mass,0.5,0.16722222223,391.25918506582883,0.1586206896551724,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999009885862,0.011782705325238384,0.05518099290597424,0.08000000000000106,2.845716485772249,
mass,0.5,0.16722222223,391.25918506582883,0.17413793103448277,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999011166346,0.011403627523682819,0.05685570518112664,0.08000000000000004,2.741609554105644,
mass,0.5,0.16722222223,391.25918506582883,0.17413793103448277,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999010998112,0.011403627523573288,0.05685570518119366,0.08000000000001271,2.741609554107446,
mass,0.5,0.16722222223,391.25918506582883,0.17413793103448277,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999006202936,0.011403627520522657,0.056855705182953034,0.08000000000016604,2.7416095541455143,
mass,0.5,0.16722222223,391.25918506582883,0.17413793103448277,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999011030475,0.011403627523684573,0.05685570518102595,0.07999999999999996,2.741609554106252,
mass,0.5,0.16722222223,391.25918506582883,0.1896551724137931,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.17999970911046811,0.014999907224833913,0.05470247852658488,0.08000000499091109,2.614023298312795,
mass,0.5,0.16722222223,391.25918506582883,0.1896551724137931,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999006893376,0.011063787148071583,0.058451829863878826,0.0800000000004499,2.648935687531579,
mass,0.5,0.16722222223,391.25918506582883,0.1896551724137931,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.1800000081833093,0.0010000316048333594,0.39559755952325826,0.08000000374160746,0.5728839436752197,
mass,0.5,0.16722222223,391.25918506582883,0.1896551724137931,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999006940355,0.01106378714818224,0.05845182986370911,0.08000000000039206,2.648935687526898,
mass,0.5,0.16722222223,391.25918506582883,0.20517241379310347,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.1600000039292226,0.010756241849041165,0.05998029141298445,0.0799999999353803,2.5656277137223102,
mass,0.5,0.16722222223,391.25918506582883,0.20517241379310347,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.1599999947243376,0.010756241749590162,0.05998029091615371,0.08000000000117234,2.5656277209388962,
mass,0.5,0.16722222223,391.25918506582883,0.20517241379310347,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.16000494078212377,0.01075628717850147,0.05998057682614051,0.07999999999992782,2.5656258915808965,
mass,0.5,0.16722222223,391.25918506582883,0.20517241379310347,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999010537996,0.01075624171258345,0.059980290638735556,0.08000000000012977,2.565627722569239,
mass,0.5,0.16722222223,391.25918506582883,0.2206896551724138,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.1599999965737911,0.01047569701435082,0.06144983846703529,0.07999999999714094,2.490115160979976,
mass,0.5,0.16722222223,391.25918506582883,0.2206896551724138,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.1599999965688811,0.010475696981009405,0.06144983853129983,0.07999999998092384,2.4901151604863907,
mass,0.5,0.16722222223,391.25918506582883,0.2206896551724138,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.159999990147325,0.010475696934982385,0.06144983813183735,0.08000000000000002,2.490115163282875,
mass,0.5,0.16722222223,391.25918506582883,0.2206896551724138,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999012988791,0.010475696933430832,0.06144983813354033,0.07999999999957357,2.4901151632852163,
mass,0.5,0.16722222223,391.25918506582883,0.2362068965517241,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.16000003729492335,0.01500000720913297,0.057416218827621254,0.08000000498504,2.334715090713482,
mass,0.5,0.16722222223,391.25918506582883,0.2362068965517241,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999740834062,0.010218029682083981,0.0628676041126408,0.07999999998809253,2.4211793865990447,
mass,0.5,0.16722222223,391.25918506582883,0.2362068965517241,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999016025368,0.01021802956493272,0.06286760379044365,0.07999999999991805,2.421179389438051,
mass,0.5,0.16722222223,391.25918506582883,0.2362068965517241,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999016065639,0.01021802956494587,0.06286760379043804,0.07999999999984618,2.421179389434429,
mass,0.5,0.16722222223,391.25918506582883,0.2517241379310345,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999014658967,0.009979970009332095,0.06423948581098263,0.0800000000000686,2.357857555985944,
mass,0.5,0.16722222223,391.25918506582883,0.2517241379310345,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999016560207,0.0099799700103622,0.06423948581020877,0.07999999999978553,2.3578575559615667,
mass,0.5,0.16722222223,391.25918506582883,0.2517241379310345,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.1600000140297985,0.014999507815755502,0.058516365174136414,0.07999993638563183,2.262831467863633,
mass,0.5,0.16722222223,391.25918506582883,0.2517241379310345,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999017296443,0.009979970010883953,0.06423948580969104,0.08000000000000473,2.3578575559695953,
mass,0.5,0.16722222223,391.25918506582883,0.2672413793103448,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.16000001465669866,0.009758885202387277,0.06557042642727193,0.08000000006410683,2.2993768871106095,
mass,0.5,0.16722222223,391.25918506582883,0.2672413793103448,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999019395034,0.009758884873860087,0.06557042517536349,0.08000000000000018,2.299376889190832,
mass,0.5,0.16722222223,391.25918506582883,0.2672413793103448,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.16000000260860026,0.009758885093722773,0.06557042568715811,0.08000000001177761,2.2993768867796303,
mass,0.5,0.16722222223,391.25918506582883,0.2672413793103448,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999894849032,0.009758885045313187,0.0655704254979682,0.0800000000007857,2.2993768869849003,
mass,0.5,0.16722222223,391.25918506582883,0.2827586206896552,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999017160604,0.00955262406720506,0.06686460762534932,0.08000000000031147,2.2451085998733653,
mass,0.5,0.16722222223,391.25918506582883,0.2827586206896552,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.16000045853650777,0.009552634647081863,0.06686462136657263,0.08000000000000061,2.2451084882529635,
mass,0.5,0.16722222223,391.25918506582883,0.2827586206896552,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.18000000954625814,0.0010000310848403736,0.39686144498296916,0.08000000477173932,0.5668038621588212,
mass,0.5,0.16722222223,391.25918506582883,0.2827586206896552,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999020840688,0.009552624069247504,0.06686460762351841,0.08000000000000004,2.2451085998433684,
mass,0.5,0.16722222223,391.25918506582883,0.2982758620689655,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999006449828,0.00935941091068282,0.06812561435467063,0.08000000000103259,2.1945348254633266,
mass,0.5,0.16722222223,391.25918506582883,0.2982758620689655,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999598793255,0.00935941105805108,0.06812561449072985,0.07999999999903103,2.1945348240514053,
mass,0.5,0.16722222223,391.25918506582883,0.2982758620689655,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999011184382,0.009359410913258854,0.06812561435228469,0.08000000000082831,2.194534825440416,
mass,0.5,0.16722222223,391.25918506582883,0.2982758620689655,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.16000005232849468,0.009359411977133945,0.06812561695848672,0.07999999987344611,2.1945348069003505,
mass,0.5,0.16722222223,391.25918506582883,0.3137931034482758,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.16000002038603506,0.009177762212476594,0.06935653735168432,0.08000000002430105,2.1472244422461597,
mass,0.5,0.16722222223,391.25918506582883,0.3137931034482758,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999017685312,0.009177761558379474,0.06935653643173999,0.08000000000060478,2.1472244467796493,
mass,0.5,0.16722222223,391.25918506582883,0.3137931034482758,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.1599999994662293,0.00917776179510286,0.06935653662255004,0.08000000000036965,2.147224444890968,
mass,0.5,0.16722222223,391.25918506582883,0.3137931034482758,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.16000000014116514,0.009177761810663427,0.06935653664050288,0.07999999999853594,2.1472244446576547,
mass,0.5,0.16722222223,391.25918506582883,0.3293103448275862,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.16000091893703342,0.00900644976648288,0.07056007781029981,0.07999999990366877,2.1028149092236488,
mass,0.5,0.16722222223,391.25918506582883,0.3293103448275862,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999025522998,0.009006424819424734,0.0705600630778381,0.0800000000000934,2.102815085807631,
mass,0.5,0.16722222223,391.25918506582883,0.3293103448275862,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999167476578,0.00900642485782994,0.07056006309964359,0.08000000000000053,2.102815085537691,
mass,0.5,0.16722222223,391.25918506582883,0.3293103448275862,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999023538547,0.009006424818501649,0.07056006307857607,0.08000000000021625,2.1028150858189383,
mass,0.5,0.16722222223,391.25918506582883,0.3448275862068965,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999029323655,0.008844336626988471,0.07173855061643117,0.0799999999999996,2.060999492811085,
mass,0.5,0.16722222223,391.25918506582883,0.3448275862068965,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999026352776,0.008844336625522212,0.07173855061785286,0.08000000000011215,2.0609994928231337,
mass,0.5,0.16722222223,391.25918506582883,0.3448275862068965,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.1600001531464892,0.0088443411144365,0.07173855269665728,0.0799999998702692,2.060999457987137,
mass,0.5,0.16722222223,391.25918506582883,0.3448275862068965,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.16000009047311595,0.008844335060764149,0.07173856363756606,0.0799999989419793,2.060999440869673,
mass,0.5,0.16722222223,391.25918506582883,0.3603448275862069,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.16000004322294561,0.008690586413717324,0.07289407778574244,0.07999999976599667,2.0215150903390393,
mass,0.5,0.16722222223,391.25918506582883,0.3603448275862069,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.15999999031229517,0.008690585000253484,0.07289407708506918,0.08000000000003554,2.0215151080564606,
mass,0.5,0.16722222223,391.25918506582883,0.3603448275862069,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.16000026735578096,0.01499999998565508,0.06582632539141195,0.08000000547424119,1.8724498294314704,
mass,0.5,0.16722222223,391.25918506582883,0.3603448275862069,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999031445475,0.008690585000432065,0.07289407708475003,0.08000000000000002,2.0215151080538987,
mass,0.5,0.16722222223,391.25918506582883,0.3758620689655172,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.16000006884105608,0.014998381581036061,0.06683147596317271,0.0799998097492999,1.8281073003274904,
mass,0.5,0.16722222223,391.25918506582883,0.3758620689655172,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.1599999903434361,0.0085443827797742,0.07402848594300625,0.08000000000001509,1.9841359554229099,
mass,0.5,0.16722222223,391.25918506582883,0.3758620689655172,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999002963242,0.0085443827650527,0.0740284859579305,0.080000000002139,1.9841359556086948,
mass,0.5,0.16722222223,391.25918506582883,0.3758620689655172,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.16000036897719855,0.00854439404036966,0.07402848740785646,0.08000000000008445,1.984135900376796,
mass,0.5,0.16722222223,391.25918506582883,0.3913793103448276,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.16000011780219817,0.008405050001130218,0.07514342155758852,0.08000000001227077,1.9486662576131037,
mass,0.5,0.16722222223,391.25918506582883,0.3913793103448276,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.16000002587607043,0.008405046983810576,0.07514342276485865,0.08000000104466,1.9486662765981806,
mass,0.5,0.16722222223,391.25918506582883,0.3913793103448276,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999863443587,0.008405046409732778,0.07514342141778113,0.07999999999891975,1.9486662728212876,
mass,0.5,0.16722222223,391.25918506582883,0.3913793103448276,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.160000139382541,0.008405050696919209,0.0751434214430913,0.0800000000058718,1.9486662543403506,
mass,0.5,0.16722222223,391.25918506582883,0.4068965517241379,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,False,nan,nan,nan,nan,nan,Error in Opti::solve [OptiNode] at .../casadi/core
mass,0.5,0.16722222223,391.25918506582883,0.4068965517241379,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.16000014725649658,0.008271982494739349,0.07624035675570437,0.07999999999999996,1.9149354426205083,
mass,0.5,0.16722222223,391.25918506582883,0.4068965517241379,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,False,nan,nan,nan,nan,nan,Error in Opti::solve [OptiNode] at .../casadi/core
mass,0.5,0.16722222223,391.25918506582883,0.4068965517241379,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.16000024142424168,0.00827198482511517,0.07624035833294746,0.08000000008438737,1.914935435767604,
mass,0.5,0.16722222223,391.25918506582883,0.42241379310344823,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.1599999919119919,0.008144652189437931,0.07732062085777358,0.07999999999999982,1.8827940236748264,
mass,0.5,0.16722222223,391.25918506582883,0.42241379310344823,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.16000064698602592,0.008144673005841102,0.07732061605394651,0.07999999999974278,1.882793949827338,
mass,0.5,0.16722222223,391.25918506582883,0.42241379310344823,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.1599999904404512,0.008144652142682337,0.0773206208685459,0.08000000000000002,1.8827940238407386,
mass,0.5,0.16722222223,391.25918506582883,0.42241379310344823,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.1600000716358774,0.00814465472252549,0.0773206202741517,0.07999999999999914,1.8827940146865965,
mass,0.5,0.16722222223,391.25918506582883,0.4379310344827586,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999571628343,0.008022606394374807,0.07838541219129146,0.08000000000027363,1.8521102926548558,
mass,0.5,0.16722222223,391.25918506582883,0.4379310344827586,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.1599999902076144,0.008022606213550125,0.07838541226087982,0.08000000000025596,1.852110293226768,
mass,0.5,0.16722222223,391.25918506582883,0.4379310344827586,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.15999999048101807,0.00802260622587292,0.07838541224617825,0.08000000000000007,1.8521102931799633,
mass,0.5,0.16722222223,391.25918506582883,0.4379310344827586,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.15999999047953126,0.008022606225807085,0.07838541224625489,0.0800000000000074,1.8521102931805715,
mass,0.5,0.16722222223,391.25918506582883,0.45344827586206893,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.1600002341476123,0.007905436648696432,0.07943581765436666,0.07999999999980846,1.8227677366722022,
mass,0.5,0.16722222223,391.25918506582883,0.45344827586206893,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.16000024030264545,0.007905436843241727,0.07943581759105968,0.08000000000372748,1.8227677363503971,
mass,0.5,0.16722222223,391.25918506582883,0.45344827586206893,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.160000009862362,0.015000008043174076,0.07177359992820725,0.08000000491882985,1.6334303432650634,
mass,0.5,0.16722222223,391.25918506582883,0.45344827586206893,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.1600000472224567,0.007905430513166367,0.07943582037285563,0.07999999999763616,1.8227677542167167,
mass,0.5,0.16722222223,391.25918506582883,0.4689655172413793,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999056730957,0.00779275310900295,0.08047284071337893,0.08000000000004857,1.7946628737878492,
mass,0.5,0.16722222223,391.25918506582883,0.4689655172413793,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.1600001921607232,0.007792759809104231,0.0804728370921189,0.07999999999980136,1.7946628564611111,
mass,0.5,0.16722222223,391.25918506582883,0.4689655172413793,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.1599999905764982,0.007792753109472618,0.08047284071262392,0.0800000000000068,1.7946628737848467,
mass,0.5,0.16722222223,391.25918506582883,0.4689655172413793,4.5e-06,1.0,0.08,9.81,0.16,0.18,3,0.18,0.01,0.03,True,0.1600002159017898,0.007792760597661657,0.08047283666743164,0.08000000000009769,1.7946628544347918,
mass,0.5,0.16722222223,391.25918506582883,0.4844827586206896,4.5e-06,1.0,0.08,9.81,0.16,0.18,0,0.12,0.004,0.03,True,0.15999999064459103,0.007684251916115688,0.08149737895035095,0.07999999999999997,1.767703230438246,
mass,0.5,0.16722222223,391.25918506582883,0.4844827586206896,4.5e-06,1.0,0.08,9.81,0.16,0.18,1,0.12,0.01,0.03,True,0.16000006498190633,0.007684254414697531,0.08149737736226563,0.08000000000043622,1.7677032246729918,
mass,0.5,0.16722222223,391.25918506582883,0.4844827586206896,4.5e-06,1.0,0.08,9.81,0.16,0.18,2,0.18,0.004,0.03,True,0.16000000349579938,0.007684252346612956,0.08149737868047569,0.07999999999709032,1.7677032294128594,
